CustomerId,FirstName,LastName,Country,Email,InvoiceDate,InvoiceTotal,TrackName,Composer,AlbumTitle,Genre
46,Hugh,O'Reilly,Ireland,hughoreilly@apple.ie,2009-02-03 00:00:00,5.94,Amor De Muito,Chico Science,Afrociberdelia,Latin
46,Hugh,O'Reilly,Ireland,hughoreilly@apple.ie,2009-02-03 00:00:00,5.94,Maracatu Atômico [Trip Hop],Chico Science,Afrociberdelia,Latin
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,Samba Makossa,,Da Lama Ao Caos,Latin
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,Lixo Do Mangue,,Da Lama Ao Caos,Latin
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,Firmamento,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,Acústico MTV [Live],Reggae
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,Já Foi,Bino Farias/Da Gama/Lazão/Toni Garrido,Acústico MTV [Live],Reggae
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazão,Acústico MTV [Live],Reggae
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,Firmamento,Harry Lawes/Winston Foster-Vers,Cidade Negra - Hits,Reggae
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,Sábado A Noite,Lulu Santos,Cidade Negra - Hits,Reggae
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,Linha Do Equador,,Na Pista,Latin
52,Emma,Jones,United Kingdom,emma_jones@hotmail.com,2009-02-06 00:00:00,8.91,Livre Pra Viver,,Na Pista,Latin
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Lavadeira,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",Axé Bahia 2001,Pop
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Dazed and Confused,Jimmy Page,BBC Sessions [Disc 1] [Live],Rock
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,You Shook Me(2),J B Lenoir/Willie Dixon,BBC Sessions [Disc 1] [Live],Rock
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Man With The Woman Head,Don Van Vliet,Bongo Fury,Rock
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Leandro De Itaquera 2001,,Carnaval 2001,Soundtrack
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Vôo Sobre o Horizonte,J.r.Bertami/Parana,Chill: Brazil (Disc 1),Latin
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,All Star,Nando Reis,Chill: Brazil (Disc 1),Latin
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Tanto Tempo,Vários,Chill: Brazil (Disc 2),Latin
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Bumbo Da Mangueira,Vários,Chill: Brazil (Disc 2),Latin
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Die Die My Darling,Danzig,Garage Inc. (Disc 1),Metal
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Radio GA GA,Roger Taylor,Greatest Hits II,Rock
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,I'm Going Slightly Mad,Queen,Greatest Hits II,Rock
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,Sure Know Something,"Paul Stanley, Vincent Poncia",Greatest Kiss,Rock
2,Leonie,Köhler,Germany,leonekohler@surfeu.de,2009-02-11 00:00:00,13.86,God Of Thunder,Paul Stanley,Greatest Kiss,Rock
16,Frank,Harris,USA,fharris@google.com,2009-02-19 00:00:00,0.99,Valentino's,,Heart of the Night,Jazz
17,Jack,Smith,USA,jacksmith@microsoft.com,2009-03-04 00:00:00,1.98,Believe,,Heart of the Night,Jazz
17,Jack,Smith,USA,jacksmith@microsoft.com,2009-03-04 00:00:00,1.98,As We Sleep,,Heart of the Night,Jazz
19,Tim,Goyer,USA,tgoyer@apple.com,2009-03-04 00:00:00,1.98,J Squared,,Heart of the Night,Jazz
19,Tim,Goyer,USA,tgoyer@apple.com,2009-03-04 00:00:00,1.98,Maria,Billie Joe Armstrong -Words Green Day -Music,International Superhits,Alternative & Punk
21,Kathy,Chase,USA,kachase@hotmail.com,2009-03-05 00:00:00,3.96,Longview,Billie Joe Armstrong -Words Green Day -Music,International Superhits,Alternative & Punk
21,Kathy,Chase,USA,kachase@hotmail.com,2009-03-05 00:00:00,3.96,Basket Case,Billie Joe Armstrong -Words Green Day -Music,International Superhits,Alternative & Punk
21,Kathy,Chase,USA,kachase@hotmail.com,2009-03-05 00:00:00,3.96,She,Billie Joe Armstrong -Words Green Day -Music,International Superhits,Alternative & Punk
21,Kathy,Chase,USA,kachase@hotmail.com,2009-03-05 00:00:00,3.96,Geek Stink Breath,Billie Joe Armstrong -Words Green Day -Music,International Superhits,Alternative & Punk
25,Victor,Stevens,USA,vstevens@yahoo.com,2009-03-06 00:00:00,5.94,Stuck With Me,Billie Joe Armstrong -Words Green Day -Music,International Superhits,Alternative & Punk
25,Victor,Stevens,USA,vstevens@yahoo.com,2009-03-06 00:00:00,5.94,Nice Guys Finish Last,Billie Joe Armstrong -Words Green Day -Music,International Superhits,Alternative & Punk
25,Victor,Stevens,USA,vstevens@yahoo.com,2009-03-06 00:00:00,5.94,Macy's Day Parade,Billie Joe Armstrong -Words Green Day -Music,International Superhits,Alternative & Punk
25,Victor,Stevens,USA,vstevens@yahoo.com,2009-03-06 00:00:00,5.94,Don't You Cry,David Coverdale,Into The Light,Rock
25,Victor,Stevens,USA,vstevens@yahoo.com,2009-03-06 00:00:00,5.94,Living On Love,Bossi/David Coverdale/Earl Slick,Into The Light,Rock
25,Victor,Stevens,USA,vstevens@yahoo.com,2009-03-06 00:00:00,5.94,Wherever You May Go,David Coverdale,Into The Light,Rock
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,"Diga Lá, Coração",,Meus Momentos,Latin
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,Comportamento Geral,Gonzaga Jr,Meus Momentos,Latin
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,Podres Poderes,,Minha Historia,Latin
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,Queixa,,Minha Historia,Latin
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,Ando Meio Desligado,Arnaldo Baptista - Rita Lee -  Sérgio Dias,Minha História,Alternative & Punk
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,Vida De Cachorro,Rita Lee - Arnaldo Baptista - Sérgio Baptista,Minha História,Alternative & Punk
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,Meu Refrigerador Não Funciona,Arnaldo Baptista - Rita Lee - Sérgio Dias,Minha História,Alternative & Punk
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,Smoke On The Water,Gillan/Glover/Lord/Paice,MK III The Final Concerts [Disc 1],Rock
31,Martha,Silk,Canada,marthasilk@gmail.com,2009-03-09 00:00:00,8.91,Trampled Under Foot,John Paul Jones,Physical Graffiti [Disc 1],Rock
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,União Da Ilha,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",Sambas De Enredo 2001,Latin
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Put Your Lights On,E. Shrody,Supernatural,Rock
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Primavera,KC Porter & JB Eckl,Supernatural,Rock
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Seis Da Tarde,,The Best of Ed Motta,Latin
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Compulsion,Miles Davis,The Essential Miles Davis [Disc 1],Jazz
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,The Pan Piper,Miles Davis,The Essential Miles Davis [Disc 1],Jazz
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Jean Pierre (Live),Miles Davis,The Essential Miles Davis [Disc 2],Jazz
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Drum Boogie,,Up An' Atom,Jazz
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Lemon Drop,,Up An' Atom,Jazz
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Showcase,,Up An' Atom,Jazz
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Como É Duro Trabalhar,,Vinícius De Moraes - Sem Limite,Bossa Nova
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),,Vozes do MPB,Latin
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,As Rosas Não Falam (Beth Carvalho),,Vozes do MPB,Latin
40,Dominique,Lefebvre,France,dominiquelefebvre@gmail.com,2009-03-14 00:00:00,13.86,Green River,J. C. Fogerty,"Chronicle, Vol. 1",Rock
54,Steve,Murray,United Kingdom,steve.murray@yahoo.uk,2009-03-22 00:00:00,0.99,Someday Never Comes,J. C. Fogerty,"Chronicle, Vol. 1",Rock
55,Mark,Taylor,Australia,mark.taylor@yahoo.au,2009-04-04 00:00:00,1.98,Walking On The Water,J.C. Fogerty,"Chronicle, Vol. 2",Rock
55,Mark,Taylor,Australia,mark.taylor@yahoo.au,2009-04-04 00:00:00,1.98,"Suzie-Q, Pt. 2",J.C. Fogerty,"Chronicle, Vol. 2",Rock
57,Luis,Rojas,Chile,luisrojas@yahoo.cl,2009-04-04 00:00:00,1.98,Good Golly Miss Molly,J.C. Fogerty,"Chronicle, Vol. 2",Rock
57,Luis,Rojas,Chile,luisrojas@yahoo.cl,2009-04-04 00:00:00,1.98,Wrote A Song For Everyone,J.C. Fogerty,"Chronicle, Vol. 2",Rock
59,Puja,Srivastava,India,puja_srivastava@yahoo.in,2009-04-05 00:00:00,3.96,Cotton Fields,J.C. Fogerty,"Chronicle, Vol. 2",Rock
59,Puja,Srivastava,India,puja_srivastava@yahoo.in,2009-04-05 00:00:00,3.96,Don't Look Now,J.C. Fogerty,"Chronicle, Vol. 2",Rock
59,Puja,Srivastava,India,puja_srivastava@yahoo.in,2009-04-05 00:00:00,3.96,Before You Accuse Me,J.C. Fogerty,"Chronicle, Vol. 2",Rock
59,Puja,Srivastava,India,puja_srivastava@yahoo.in,2009-04-05 00:00:00,3.96,Pagan Baby,J.C. Fogerty,"Chronicle, Vol. 2",Rock
4,Bjørn,Hansen,Norway,bjorn.hansen@yahoo.no,2009-04-06 00:00:00,5.94,Born To Move,J.C. Fogerty,"Chronicle, Vol. 2",Rock
4,Bjørn,Hansen,Norway,bjorn.hansen@yahoo.no,2009-04-06 00:00:00,5.94,Brasil,,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
4,Bjørn,Hansen,Norway,bjorn.hansen@yahoo.no,2009-04-06 00:00:00,5.94,Coroné Antonio Bento,,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
4,Bjørn,Hansen,Norway,bjorn.hansen@yahoo.no,2009-04-06 00:00:00,5.94,Música Urbana 2,,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
4,Bjørn,Hansen,Norway,bjorn.hansen@yahoo.no,2009-04-06 00:00:00,5.94,Woman Is The Nigger Of The World (Ao Vivo),,Cássia Eller - Coleção Sem Limite [Disc 2],Latin
4,Bjørn,Hansen,Norway,bjorn.hansen@yahoo.no,2009-04-06 00:00:00,5.94,Smells Like Teen Spirit (Ao Vivo),,Cássia Eller - Sem Limite [Disc 1],Latin
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,Admirável Gado Novo,,Cássia Eller - Sem Limite [Disc 1],Latin
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),,Cássia Eller - Sem Limite [Disc 1],Latin
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,Drifter,Bolin/Coverdale,Come Taste The Band,Rock
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,Child In Time,"Blackmore, Gillan, Glover, Lord, Paice",Deep Purple In Rock,Rock
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,No No No,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",Fireball,Rock
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,Knocking At Your Back Door,"Richie Blackmore, Ian Gillian, Roger Glover",Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,The Unwritten Law,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Rock
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,Maybe I'm A Leo,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Machine Head,Rock
10,Eduardo,Martins,Brazil,eduardo@woodstock.com.br,2009-04-09 00:00:00,8.91,Vavoom : Ted The Mechanic,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Purpendicular,Rock
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Hey Cisco,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Purpendicular,Rock
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Fortuneteller,"Blackmore, Glover, Turner, Lord, Paice",Slaves And Masters,Rock
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,High Ball Shooter,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,Stormbringer,Rock
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,A Twist In The Tail,roger glover,The Battle Rages On,Rock
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Animal,,Vault: Def Leppard's Greatest Hits,Rock
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Hysteria,,Vault: Def Leppard's Greatest Hits,Rock
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,"Baltimore, DC",John Scofield,Outbreak,Jazz
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Esquinas,,Djavan Ao Vivo - Vol. 02,Latin
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Açai,Djavan,Djavan Ao Vivo - Vol. 1,Latin
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Um Amor Puro,Djavan,Djavan Ao Vivo - Vol. 1,Latin
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Fascinação,,Elis Regina-Minha História,Latin
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Sunshine Of Your Love,Bruce/Clapton,The Cream Of Clapton,Blues
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Lay Down Sally,Clapton/Levy,The Cream Of Clapton,Blues
19,Tim,Goyer,USA,tgoyer@apple.com,2009-04-14 00:00:00,13.86,Tears In Heaven,"Eric Clapton, Will Jennings",Unplugged,Blues
33,Ellie,Sullivan,Canada,ellie.sullivan@shaw.ca,2009-04-22 00:00:00,0.99,Naked In Front Of The Computer,Mike Patton,Album Of The Year,Alternative & Punk
34,João,Fernandes,Portugal,jfernandes@yahoo.pt,2009-05-05 00:00:00,1.98,Helpless,Bill Gould/Mike Bordin/Mike Patton,Album Of The Year,Alternative & Punk
34,João,Fernandes,Portugal,jfernandes@yahoo.pt,2009-05-05 00:00:00,1.98,Mouth To Mouth,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,Album Of The Year,Alternative & Punk
36,Hannah,Schneider,Germany,hannah.schneider@yahoo.de,2009-05-05 00:00:00,1.98,She Loves Me Not,Bill Gould/Mike Bordin/Mike Patton,Album Of The Year,Alternative & Punk
36,Hannah,Schneider,Germany,hannah.schneider@yahoo.de,2009-05-05 00:00:00,1.98,Paths Of Glory,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Album Of The Year,Alternative & Punk
38,Niklas,Schröder,Germany,nschroder@surfeu.de,2009-05-06 00:00:00,3.96,Pristina,Bill Gould/Mike Patton,Album Of The Year,Alternative & Punk
38,Niklas,Schröder,Germany,nschroder@surfeu.de,2009-05-06 00:00:00,3.96,Caffeine,,Angel Dust,Alternative & Punk
38,Niklas,Schröder,Germany,nschroder@surfeu.de,2009-05-06 00:00:00,3.96,RV,,Angel Dust,Alternative & Punk
38,Niklas,Schröder,Germany,nschroder@surfeu.de,2009-05-06 00:00:00,3.96,Everything's Ruined,,Angel Dust,Alternative & Punk
42,Wyatt,Girard,France,wyatt.girard@yahoo.fr,2009-05-07 00:00:00,5.94,A Small Victory,,Angel Dust,Alternative & Punk
42,Wyatt,Girard,France,wyatt.girard@yahoo.fr,2009-05-07 00:00:00,5.94,Easy,,Angel Dust,Alternative & Punk
42,Wyatt,Girard,France,wyatt.girard@yahoo.fr,2009-05-07 00:00:00,5.94,The Gentle Art Of Making Enemies,"Mike Bordin, Billy Gould, Mike Patton",King For A Day Fool For A Lifetime,Rock
42,Wyatt,Girard,France,wyatt.girard@yahoo.fr,2009-05-07 00:00:00,5.94,Ugly In The Morning,"Mike Bordin, Billy Gould, Mike Patton",King For A Day Fool For A Lifetime,Rock
42,Wyatt,Girard,France,wyatt.girard@yahoo.fr,2009-05-07 00:00:00,5.94,What A Day,"Mike Bordin, Billy Gould, Mike Patton",King For A Day Fool For A Lifetime,Rock
42,Wyatt,Girard,France,wyatt.girard@yahoo.fr,2009-05-07 00:00:00,5.94,From Out Of Nowhere,Faith No More,The Real Thing,Alternative & Punk
48,Johannes,Van der Berg,Netherlands,johavanderberg@yahoo.nl,2009-05-10 00:00:00,8.91,Underwater Love,Faith No More,The Real Thing,Alternative & Punk
48,Johannes,Van der Berg,Netherlands,johavanderberg@yahoo.nl,2009-05-10 00:00:00,8.91,Falamansa Song,,Deixa Entrar,Latin
48,Johannes,Van der Berg,Netherlands,johavanderberg@yahoo.nl,2009-05-10 00:00:00,8.91,Avisa,,Deixa Entrar,Latin
48,Johannes,Van der Berg,Netherlands,johavanderberg@yahoo.nl,2009-05-10 00:00:00,8.91,Desaforo,,Deixa Entrar,Latin
